Date,Open,High,Low,Close,Adj Close,Volume
2022-11-14,1612.0,1628.0,1598.0,1615.050048828125,1575.2283935546875,9597695
2022-11-15,1623.1500244140625,1623.1500244140625,1605.25,1619.0,1579.0809326171875,5515101
2022-11-16,1618.6500244140625,1642.0,1612.0,1632.9000244140625,1592.6383056640625,6789075
2022-11-17,1618.0999755859375,1631.550048828125,1613.9000244140625,1618.1500244140625,1578.251953125,6050465
2022-11-18,1621.0,1623.0,1605.25,1613.9000244140625,1574.1068115234375,5229616
2022-11-21,1607.6500244140625,1612.0,1590.199951171875,1597.3499755859375,1557.9647216796875,4172408
2022-11-22,1600.0,1604.3499755859375,1591.0,1595.0,1555.672607421875,4273157
2022-11-23,1605.0,1605.0,1594.0,1599.1500244140625,1559.7203369140625,5092869
2022-11-24,1605.949951171875,1632.0,1599.1500244140625,1625.1500244140625,1585.079345703125,8598980
2022-11-25,1629.699951171875,1631.699951171875,1614.0999755859375,1617.6500244140625,1577.7642822265625,4205248
2022-11-28,1602.9000244140625,1607.449951171875,1594.050048828125,1600.25,1560.793212890625,8052990
2022-11-29,1597.25,1612.3499755859375,1592.8499755859375,1597.8499755859375,1558.452392578125,6319118
2022-11-30,1597.0999755859375,1612.9000244140625,1597.0999755859375,1608.449951171875,1568.791015625,7592403
2022-12-01,1622.0,1637.0,1615.0,1619.5,1579.568603515625,10223183
2022-12-02,1610.0,1618.5999755859375,1605.1500244140625,1607.0999755859375,1567.474365234375,3905539
2022-12-05,1609.949951171875,1614.5999755859375,1596.199951171875,1612.949951171875,1573.1800537109375,5796311
2022-12-06,1601.0,1613.699951171875,1600.0,1611.1500244140625,1571.4244384765625,6176546
2022-12-07,1614.1500244140625,1618.5999755859375,1604.449951171875,1610.449951171875,1570.74169921875,5837360
2022-12-08,1610.0,1626.0,1605.0,1619.5,1579.568603515625,7401817
2022-12-09,1626.0,1634.8499755859375,1620.0,1631.050048828125,1590.8338623046875,5981692
2022-12-12,1625.0,1653.5999755859375,1621.4000244140625,1643.75,1603.2205810546875,7217404
2022-12-13,1650.0,1657.0,1645.0,1648.300048828125,1607.658447265625,8515851
2022-12-14,1653.0,1665.5,1650.0,1662.25,1621.2645263671875,7113820
2022-12-15,1657.050048828125,1669.4000244140625,1627.050048828125,1631.800048828125,1591.5653076171875,9091324
2022-12-16,1620.050048828125,1645.0999755859375,1609.0,1639.6500244140625,1599.2218017578125,7323979
2022-12-19,1644.0,1646.6500244140625,1626.199951171875,1644.75,1604.196044921875,4802271
2022-12-20,1620.199951171875,1636.4000244140625,1620.199951171875,1633.4000244140625,1593.1259765625,3587349
2022-12-21,1641.0,1644.800048828125,1606.550048828125,1617.5999755859375,1577.71533203125,4634599
2022-12-22,1622.199951171875,1627.5,1609.0,1612.050048828125,1572.3023681640625,4873548
2022-12-23,1587.0,1604.1500244140625,1585.449951171875,1597.6500244140625,1558.25732421875,5346576
2022-12-26,1599.5,1639.0,1590.0,1629.449951171875,1589.2733154296875,4953661
2022-12-27,1633.0,1635.949951171875,1613.5,1631.0999755859375,1590.882568359375,3963386
2022-12-28,1623.0999755859375,1633.0,1623.0999755859375,1629.800048828125,1589.61474609375,4345935
2022-12-29,1620.0999755859375,1643.5,1611.0,1641.300048828125,1600.8311767578125,5506448
2022-12-30,1645.0,1645.0,1620.0,1628.1500244140625,1588.00537109375,3561320
2023-01-02,1627.0,1639.75,1618.550048828125,1628.699951171875,1588.5416259765625,2190689
2023-01-03,1622.199951171875,1643.0,1622.199951171875,1639.3499755859375,1598.92919921875,4189015
2023-01-04,1635.0,1645.75,1607.0,1610.050048828125,1570.3515625,5175800
2023-01-05,1615.0,1618.050048828125,1589.4000244140625,1599.699951171875,1560.2568359375,5470718
2023-01-06,1602.0,1609.0999755859375,1578.199951171875,1594.4000244140625,1555.0875244140625,4546231
2023-01-09,1596.0,1611.550048828125,1590.0,1597.5,1558.1109619140625,5364670
2023-01-10,1600.0,1600.0,1565.0,1568.300048828125,1529.631103515625,8185883
2023-01-11,1567.949951171875,1598.0,1560.0,1590.9000244140625,1551.673828125,7597899
2023-01-12,1587.800048828125,1603.9000244140625,1584.1500244140625,1599.4000244140625,1559.9642333984375,4625035
2023-01-13,1598.75,1609.9000244140625,1586.0,1600.6500244140625,1561.1834716796875,4622273
2023-01-16,1615.0,1621.300048828125,1580.300048828125,1585.300048828125,1546.2119140625,7374047
2023-01-17,1589.800048828125,1611.0,1577.5,1608.9000244140625,1569.22998046875,5393177
2023-01-18,1605.0,1641.5999755859375,1599.699951171875,1637.300048828125,1596.9296875,9545321
2023-01-19,1637.0,1650.0,1633.0,1644.0999755859375,1603.56201171875,5586081
2023-01-20,1644.0999755859375,1669.0,1643.4000244140625,1660.949951171875,1619.9964599609375,9421702
2023-01-23,1666.25,1682.5999755859375,1661.4000244140625,1673.0999755859375,1631.846923828125,7722200
2023-01-24,1675.050048828125,1702.4000244140625,1675.0,1695.5,1653.6947021484375,12491970
2023-01-25,1691.4000244140625,1692.949951171875,1645.300048828125,1648.6500244140625,1607.9998779296875,7352071
2023-01-27,1632.0,1637.0,1589.949951171875,1615.800048828125,1575.9598388671875,17589974
2023-01-30,1595.0,1625.300048828125,1582.0,1614.1500244140625,1574.3505859375,9256411
2023-01-31,1619.699951171875,1622.699951171875,1595.0,1603.5,1563.9630126953125,9298122
2023-02-01,1624.0,1665.0,1606.0,1627.550048828125,1587.420166015625,8651395
2023-02-02,1608.0999755859375,1624.5,1588.75,1603.3499755859375,1563.8167724609375,8748553
2023-02-03,1611.0,1660.5,1607.0,1658.800048828125,1617.8995361328125,7205550
2023-02-06,1660.0,1669.4000244140625,1646.199951171875,1651.75,1611.0234375,5583836
2023-02-07,1659.4000244140625,1664.9000244140625,1632.5999755859375,1654.199951171875,1613.4129638671875,5132294
2023-02-08,1654.25,1668.199951171875,1650.0,1654.0,1613.2178955078125,4222413
2023-02-09,1660.0,1661.6500244140625,1635.550048828125,1650.550048828125,1609.85302734375,5888668
2023-02-10,1648.800048828125,1658.5,1642.199951171875,1657.0999755859375,1616.241455078125,4086058
2023-02-13,1655.0,1661.75,1644.550048828125,1658.3499755859375,1617.460693359375,2868472
2023-02-14,1665.0,1677.5,1657.949951171875,1673.699951171875,1632.43212890625,5454296
2023-02-15,1678.0,1678.0,1656.75,1670.300048828125,1629.1160888671875,5719356
2023-02-16,1673.199951171875,1681.9000244140625,1661.0,1664.25,1623.2152099609375,4031250
2023-02-17,1661.0,1668.1500244140625,1642.949951171875,1655.9000244140625,1615.0711669921875,4478135
2023-02-20,1660.0,1669.449951171875,1634.800048828125,1640.3499755859375,1599.904541015625,4043353
2023-02-21,1640.0,1662.3499755859375,1634.0,1646.5,1605.90283203125,6194648
2023-02-22,1639.0,1641.949951171875,1609.050048828125,1614.199951171875,1574.399169921875,5179551
2023-02-23,1613.0,1618.8499755859375,1592.0999755859375,1603.25,1563.71923828125,13941005
2023-02-24,1617.9000244140625,1617.9000244140625,1585.199951171875,1588.949951171875,1549.7718505859375,8530870
2023-02-27,1585.9000244140625,1599.0,1577.300048828125,1592.9000244140625,1553.62451171875,7156486
2023-02-28,1592.0,1605.300048828125,1588.699951171875,1599.5999755859375,1560.1593017578125,9496996
2023-03-01,1612.0,1613.0,1595.75,1598.050048828125,1558.6475830078125,7068628
2023-03-02,1594.0,1605.949951171875,1582.0,1584.449951171875,1545.3828125,8695907
2023-03-03,1596.0,1620.0,1588.0,1615.9000244140625,1576.057373046875,7493117
2023-03-06,1620.0,1639.449951171875,1618.050048828125,1627.300048828125,1587.1763916015625,13502355
2023-03-08,1620.0,1639.5,1620.0,1630.550048828125,1590.34619140625,10049887
2023-03-09,1629.949951171875,1645.949951171875,1627.0,1630.699951171875,1590.492431640625,10350083
2023-03-10,1610.449951171875,1613.75,1585.0,1588.6500244140625,1549.479248046875,13693500
2023-03-13,1587.9000244140625,1603.800048828125,1564.949951171875,1568.550048828125,1529.8748779296875,13221775
2023-03-14,1570.25,1583.5999755859375,1559.300048828125,1564.3499755859375,1525.7784423828125,16592806
2023-03-15,1578.0,1582.9000244140625,1536.5999755859375,1541.9000244140625,1503.8819580078125,18632377
