Date,Open,High,Low,Close,Adj Close,Volume
2022-11-14,200.6999969482422,200.9600067138672,199.02000427246094,200.1699981689453,200.1699981689453,2067441
2022-11-15,201.6699981689453,201.6699981689453,199.8000030517578,200.91000366210938,200.91000366210938,1776273
2022-11-16,201.9499969482422,201.9499969482422,200.27999877929688,200.8699951171875,200.8699951171875,1886431
2022-11-17,201.25,201.25,199.4499969482422,200.1999969482422,200.1999969482422,1304936
2022-11-18,201.25,201.25,199.05999755859375,199.9199981689453,199.9199981689453,1728259
2022-11-21,199.99000549316406,199.99000549316406,198.39999389648438,198.5500030517578,198.5500030517578,1737709
2022-11-22,199.72999572753906,199.72999572753906,198.00999450683594,199.22999572753906,199.22999572753906,1091138
2022-11-23,200.52000427246094,200.52000427246094,199.1699981689453,199.50999450683594,199.50999450683594,840243
2022-11-24,200.72000122070312,202.22000122070312,199.4499969482422,201.72000122070312,201.72000122070312,2727692
2022-11-25,202.3699951171875,202.63999938964844,201.44000244140625,202.35000610351562,202.35000610351562,1925380
2022-11-28,203.52000427246094,203.52000427246094,200.91000366210938,203.0399932861328,203.0399932861328,1977790
2022-11-29,207.49000549316406,207.49000549316406,201.91000366210938,203.42999267578125,203.42999267578125,1317579
2022-11-30,207.47999572753906,207.47999572753906,202.75,204.6999969482422,204.6999969482422,1923386
2022-12-01,207.49000549316406,207.49000549316406,204.72999572753906,205.5399932861328,205.5399932861328,2261605
2022-12-02,207.49000549316406,207.49000549316406,203.89999389648438,204.80999755859375,204.80999755859375,2370387
2022-12-05,207.49000549316406,207.49000549316406,203.64999389648438,204.44000244140625,204.44000244140625,1627546
2022-12-06,206.47999572753906,206.47999572753906,203.5,204.13999938964844,204.13999938964844,1902955
2022-12-07,203.8699951171875,207.24000549316406,202.60000610351562,202.8699951171875,202.8699951171875,1710285
2022-12-08,176.5,203.8000030517578,176.5,203.6199951171875,203.6199951171875,1374081
2022-12-09,207.49000549316406,207.49000549316406,201.7100067138672,202.47999572753906,202.47999572753906,2109284
2022-12-12,204.8000030517578,205.8000030517578,200.5500030517578,202.61000061035156,202.61000061035156,1734167
2022-12-13,207.49000549316406,207.49000549316406,202.30999755859375,203.77000427246094,203.77000427246094,1196576
2022-12-14,204.99000549316406,204.99000549316406,203.77000427246094,204.35000610351562,204.35000610351562,1172749
2022-12-15,204.75,204.75,201.32000732421875,201.5800018310547,201.5800018310547,2332679
2022-12-16,202.35000610351562,202.35000610351562,200.0,200.16000366210938,200.16000366210938,2171653
2022-12-19,201.4199981689453,201.7899932861328,198.66000366210938,201.6699981689453,201.6699981689453,1720911
2022-12-20,203.85000610351562,203.85000610351562,199.25,201.2100067138672,201.2100067138672,2308276
2022-12-21,203.9499969482422,203.9499969482422,199.0,199.39999389648438,199.39999389648438,2461367
2022-12-22,199.39999389648438,202.30999755859375,197.89999389648438,198.5500030517578,198.5500030517578,3234997
